n,tree_type,height,build_duration_seconds,destroy_duration_seconds
7900,OST,7899,0.146309,0.000061
7900,BST,7899,0.123176,0.000061
7900,OST,7899,0.148759,0.000061
7900,BST,7899,0.126804,0.000093
7900,OST,7899,0.148734,0.000060
8000,BST,7999,0.128564,0.000057
8000,OST,7999,0.150335,0.000059
8000,BST,7999,0.127919,0.000056
8000,OST,7999,0.145247,0.000059
8000,BST,7999,0.128019,0.000056
8000,OST,7999,0.145972,0.000060
8000,BST,7999,0.127944,0.000057
8000,OST,7999,0.149262,0.000060
8000,BST,7999,0.128098,0.000064
8000,OST,7999,0.151472,0.000062
8000,BST,7999,0.127483,0.000057
8000,OST,7999,0.151608,0.000060
8000,BST,7999,0.128262,0.000062
8000,OST,7999,0.150135,0.000061
8000,BST,7999,0.130295,0.000057
8000,OST,7999,0.146265,0.000059
8000,BST,7999,0.128880,0.000057
8000,OST,7999,0.139718,0.000059
8000,BST,7999,0.127924,0.000064
8000,OST,7999,0.145082,0.000062
8100,BST,8099,0.132151,0.000058
8100,OST,8099,0.153840,0.000061
8100,BST,8099,0.130943,0.000064
8100,OST,8099,0.153239,0.000062
8100,BST,8099,0.131576,0.000057
8100,OST,8099,0.153482,0.000061
8100,BST,8099,0.131669,0.000059
8100,OST,8099,0.145873,0.000073
8100,BST,8099,0.133127,0.000064
8100,OST,8099,0.151085,0.000062
8100,BST,8099,0.131249,0.000064
8100,OST,8099,0.152858,0.000063
8100,BST,8099,0.129738,0.000058
8100,OST,8099,0.155004,0.000061
8100,BST,8099,0.129479,0.000058
8100,OST,8099,0.154525,0.000072
8100,BST,8099,0.132156,0.000058
8100,OST,8099,0.149827,0.000068
8100,BST,8099,0.132314,0.000064
8100,OST,8099,0.151253,0.000062
8200,BST,8199,0.135214,0.000065
8200,OST,8199,0.154442,0.000062
8200,BST,8199,0.134518,0.000058
8200,OST,8199,0.158275,0.000062
8200,BST,8199,0.135424,0.000096
8200,OST,8199,0.158036,0.000060
8200,BST,8199,0.132811,0.000058
8200,OST,8199,0.158221,0.000061
8200,BST,8199,0.133560,0.000065
8200,OST,8199,0.158713,0.000063
8200,BST,8199,0.137389,0.000085
8200,OST,8199,0.152876,0.000076
8200,BST,8199,0.135934,0.000058
8200,OST,8199,0.158863,0.000062
8200,BST,8199,0.135377,0.000058
8200,OST,8199,0.152288,0.000060
8200,BST,8199,0.134258,0.000066
8200,OST,8199,0.148866,0.000073
8200,BST,8199,0.133831,0.000058
8200,OST,8199,0.156479,0.000062
8300,BST,8299,0.137203,0.000060
8300,OST,8299,0.153823,0.000063
8300,BST,8299,0.135216,0.000066
8300,OST,8299,0.157535,0.000064
8300,BST,8299,0.137993,0.000100
8300,OST,8299,0.166109,0.000122
8300,BST,8299,0.137176,0.000060
8300,OST,8299,0.158774,0.000062
8300,BST,8299,0.139306,0.000060
8300,OST,8299,0.155908,0.000062
8300,BST,8299,0.135527,0.000059
8300,OST,8299,0.153880,0.000063
8300,BST,8299,0.138463,0.000067
8300,OST,8299,0.158571,0.000064
8300,BST,8299,0.139787,0.000066
8300,OST,8299,0.163112,0.000064
8300,BST,8299,0.136066,0.000063
8300,OST,8299,0.161133,0.000067
8300,BST,8299,0.137913,0.000066
8300,OST,8299,0.161684,0.000064
8400,BST,8399,0.140422,0.000074
8400,OST,8399,0.167677,0.000101
8400,BST,8399,0.140068,0.000061
8400,OST,8399,0.165513,0.000064
8400,BST,8399,0.141134,0.000059
8400,OST,8399,0.163061,0.000062
8400,BST,8399,0.143136,0.000073
8400,OST,8399,0.165193,0.000065
8400,BST,8399,0.141982,0.000068
8400,OST,8399,0.164716,0.000065
8400,BST,8399,0.139907,0.000060
8400,OST,8399,0.166305,0.000074
8400,BST,8399,0.139315,0.000060
8400,OST,8399,0.163446,0.000063
8400,BST,8399,0.140326,0.000061
8400,OST,8399,0.163309,0.000064
8400,BST,8399,0.139297,0.000067
8400,OST,8399,0.165051,0.000064
8400,BST,8399,0.139426,0.000060
8400,OST,8399,0.164180,0.000063
8500,BST,8499,0.144582,0.000060
8500,OST,8499,0.168539,0.000079
8500,BST,8499,0.142956,0.000062
8500,OST,8499,0.168736,0.000065
8500,BST,8499,0.142589,0.000067
8500,OST,8499,0.162491,0.000098
8500,BST,8499,0.143351,0.000081
8500,OST,8499,0.163083,0.000066
8500,BST,8499,0.145312,0.000069
8500,OST,8499,0.169508,0.000066
8500,BST,8499,0.144770,0.000060
8500,OST,8499,0.170611,0.000063
8500,BST,8499,0.144053,0.000068
8500,OST,8499,0.174656,0.000066
8500,BST,8499,0.141842,0.000062
8500,OST,8499,0.165979,0.000063
8500,BST,8499,0.143290,0.000062
8500,OST,8499,0.175855,0.000065
8500,BST,8499,0.141996,0.000068
8500,OST,8499,0.160470,0.000066
8600,BST,8599,0.146129,0.000068
8600,OST,8599,0.173592,0.000066
8600,BST,8599,0.144844,0.000075
8600,OST,8599,0.168833,0.000063
8600,BST,8599,0.149748,0.000061
8600,OST,8599,0.169433,0.000064
8600,BST,8599,0.146880,0.000061
8600,OST,8599,0.177105,0.000065
8600,BST,8599,0.150643,0.000064
8600,OST,8599,0.168998,0.000103
8600,BST,8599,0.146978,0.000061
8600,OST,8599,0.174814,0.000064
8600,BST,8599,0.148906,0.000066
8600,OST,8599,0.164769,0.000063
8600,BST,8599,0.148790,0.000063
8600,OST,8599,0.175641,0.000066
8600,BST,8599,0.148637,0.000061
8600,OST,8599,0.172278,0.000065
8600,BST,8599,0.147126,0.000070
8600,OST,8599,0.174366,0.000066
8700,BST,8699,0.151428,0.000069
8700,OST,8699,0.181332,0.000068
8700,BST,8699,0.150970,0.000063
8700,OST,8699,0.182540,0.000089
8700,BST,8699,0.152821,0.000068
8700,OST,8699,0.177517,0.000066
8700,BST,8699,0.154786,0.000063
8700,OST,8699,0.178749,0.000067
8700,BST,8699,0.150637,0.000062
8700,OST,8699,0.175884,0.000066
8700,BST,8699,0.149200,0.000062
8700,OST,8699,0.179032,0.000066
8700,BST,8699,0.150553,0.000064
8700,OST,8699,0.170533,0.000068
8700,BST,8699,0.149630,0.000062
8700,OST,8699,0.169995,0.000065
8700,BST,8699,0.151302,0.000077
8700,OST,8699,0.172459,0.000123
8700,BST,8699,0.149416,0.000063
8700,OST,8699,0.179094,0.000084
8800,BST,8799,0.158097,0.000062
8800,OST,8799,0.182328,0.000066
8800,BST,8799,0.154837,0.000062
8800,OST,8799,0.186603,0.000106
8800,BST,8799,0.154106,0.000063
8800,OST,8799,0.184588,0.000069
8800,BST,8799,0.154588,0.000063
8800,OST,8799,0.179334,0.000066
8800,BST,8799,0.155567,0.000071
8800,OST,8799,0.171790,0.000065
8800,BST,8799,0.155737,0.000063
8800,OST,8799,0.179457,0.000066
8800,BST,8799,0.155407,0.000063
8800,OST,8799,0.183324,0.000065
8800,BST,8799,0.159193,0.000063
8800,OST,8799,0.185553,0.000067
8800,BST,8799,0.155576,0.000064
8800,OST,8799,0.179357,0.000068
8800,BST,8799,0.156953,0.000063
8800,OST,8799,0.174260,0.000065
8900,BST,8899,0.155923,0.000063
8900,OST,8899,0.182872,0.000067
8900,BST,8899,0.156280,0.000063
8900,OST,8899,0.184006,0.000081
8900,BST,8899,0.158874,0.000063
8900,OST,8899,0.188122,0.000065
8900,BST,8899,0.158059,0.000063
8900,OST,8899,0.187613,0.000067
8900,BST,8899,0.157318,0.000063
8900,OST,8899,0.185022,0.000066
8900,BST,8899,0.158673,0.000072
8900,OST,8899,0.186523,0.000068
8900,BST,8899,0.157126,0.000064
8900,OST,8899,0.186157,0.000069
8900,BST,8899,0.160533,0.000064
8900,OST,8899,0.185951,0.000067
8900,BST,8899,0.160132,0.000072
8900,OST,8899,0.187839,0.000069
8900,BST,8899,0.158678,0.000063
8900,OST,8899,0.190645,0.000065
9000,BST,8999,0.161123,0.000080
9000,OST,8999,0.186507,0.000069
9000,BST,8999,0.166389,0.000064
9000,OST,8999,0.183549,0.000065
9000,BST,8999,0.160672,0.000065
9000,OST,8999,0.193862,0.000068
9000,BST,8999,0.161452,0.000064
9000,OST,8999,0.187086,0.000066
9000,BST,8999,0.160542,0.000101
9000,OST,8999,0.185599,0.000068
9000,BST,8999,0.160128,0.000065
9000,OST,8999,0.190614,0.000096
9000,BST,8999,0.160630,0.000066
9000,OST,8999,0.192326,0.000069
9000,BST,8999,0.162362,0.000072
9000,OST,8999,0.194239,0.000069
9000,BST,8999,0.160255,0.000121
9000,OST,8999,0.186775,0.000069
9000,BST,8999,0.161310,0.000072
9000,OST,8999,0.189444,0.000069
9100,BST,9099,0.164504,0.000073
9100,OST,9099,0.197277,0.000070
9100,BST,9099,0.164128,0.000064
9100,OST,9099,0.195669,0.000069
9100,BST,9099,0.167379,0.000066
9100,OST,9099,0.195573,0.000071
9100,BST,9099,0.166109,0.000074
9100,OST,9099,0.198149,0.000070
9100,BST,9099,0.165280,0.000082
9100,OST,9099,0.190316,0.000078
9100,BST,9099,0.164061,0.000065
9100,OST,9099,0.198700,0.000067
9100,BST,9099,0.166545,0.000064
9100,OST,9099,0.196814,0.000067
9100,BST,9099,0.164159,0.000064
9100,OST,9099,0.195434,0.000066
9100,BST,9099,0.164805,0.000066
9100,OST,9099,0.196426,0.000070
9100,BST,9099,0.163130,0.000080
9100,OST,9099,0.196492,0.000077
9200,BST,9199,0.168933,0.000067
9200,OST,9199,0.195971,0.000071
9200,BST,9199,0.167295,0.000066
9200,OST,9199,0.199168,0.000070
9200,BST,9199,0.169387,0.000065
9200,OST,9199,0.197484,0.000069
9200,BST,9199,0.166718,0.000078
9200,OST,9199,0.190249,0.000071
9200,BST,9199,0.167512,0.000065
9200,OST,9199,0.198960,0.000069
9200,BST,9199,0.170441,0.000084
9200,OST,9199,0.202141,0.000069
9200,BST,9199,0.170339,0.000066
9200,OST,9199,0.203771,0.000069
9200,BST,9199,0.172548,0.000067
9200,OST,9199,0.201598,0.000071
9200,BST,9199,0.170493,0.000069
9200,OST,9199,0.198653,0.000071
9200,BST,9199,0.168664,0.000075
9200,OST,9199,0.199330,0.000070
9300,BST,9299,0.171890,0.000075
9300,OST,9299,0.206664,0.000071
9300,BST,9299,0.172261,0.000072
9300,OST,9299,0.204799,0.000071
9300,BST,9299,0.168953,0.000066
9300,OST,9299,0.198677,0.000069
9300,BST,9299,0.171065,0.000103
9300,OST,9299,0.200581,0.000098
9300,BST,9299,0.171465,0.000066
9300,OST,9299,0.206139,0.000070
9300,BST,9299,0.171458,0.000069
9300,OST,9299,0.193932,0.000069
9300,BST,9299,0.171551,0.000077
9300,OST,9299,0.200676,0.000068
9300,BST,9299,0.170939,0.000075
9300,OST,9299,0.204295,0.000071
9300,BST,9299,0.171701,0.000094
9300,OST,9299,0.195515,0.000085
9300,BST,9299,0.175500,0.000068
9300,OST,9299,0.202105,0.000069
9400,BST,9399,0.175810,0.000067
9400,OST,9399,0.205769,0.000071
9400,BST,9399,0.176008,0.000067
9400,OST,9399,0.206712,0.000072
9400,BST,9399,0.177556,0.000067
9400,OST,9399,0.206076,0.000068
9400,BST,9399,0.174910,0.000077
9400,OST,9399,0.207282,0.000072
9400,BST,9399,0.176113,0.000073
9400,OST,9399,0.210160,0.000072
9400,BST,9399,0.185784,0.000075
9400,OST,9399,0.207091,0.000072
9400,BST,9399,0.177666,0.000074
9400,OST,9399,0.205745,0.000073
9400,BST,9399,0.176159,0.000067
9400,OST,9399,0.199538,0.000070
9400,BST,9399,0.177241,0.000074
9400,OST,9399,0.208699,0.000071
9400,BST,9399,0.177426,0.000074
9400,OST,9399,0.210977,0.000073
9500,BST,9499,0.182233,0.000068
9500,OST,9499,0.211327,0.000110
9500,BST,9499,0.178905,0.000068
9500,OST,9499,0.208357,0.000071
9500,BST,9499,0.181926,0.000069
9500,OST,9499,0.214570,0.000073
9500,BST,9499,0.181969,0.000067
9500,OST,9499,0.209815,0.000069
9500,BST,9499,0.181036,0.000067
9500,OST,9499,0.209076,0.000071
9500,BST,9499,0.179946,0.000075
9500,OST,9499,0.215277,0.000072
9500,BST,9499,0.184613,0.000068
9500,OST,9499,0.211657,0.000071
9500,BST,9499,0.178382,0.000067
9500,OST,9499,0.209559,0.000071
9500,BST,9499,0.180718,0.000084
9500,OST,9499,0.205602,0.000073
9500,BST,9499,0.181785,0.000076
9500,OST,9499,0.207971,0.000071
9600,BST,9599,0.182201,0.000070
9600,OST,9599,0.218508,0.000073
9600,BST,9599,0.187942,0.000077
9600,OST,9599,0.219283,0.000102
9600,BST,9599,0.182235,0.000069
9600,OST,9599,0.215319,0.000074
9600,BST,9599,0.185722,0.000068
9600,OST,9599,0.220095,0.000072
9600,BST,9599,0.185441,0.000078
9600,OST,9599,0.220034,0.000072
9600,BST,9599,0.182499,0.000110
9600,OST,9599,0.218807,0.000071
9600,BST,9599,0.186227,0.000068
9600,OST,9599,0.212299,0.000072
9600,BST,9599,0.182519,0.000068
9600,OST,9599,0.217778,0.000071
9600,BST,9599,0.185436,0.000068
9600,OST,9599,0.216016,0.000071
9600,BST,9599,0.183617,0.000097
9600,OST,9599,0.215308,0.000069
9700,BST,9699,0.187653,0.000070
9700,OST,9699,0.223994,0.000085
9700,BST,9699,0.186746,0.000070
9700,OST,9699,0.214156,0.000073
9700,BST,9699,0.191316,0.000078
9700,OST,9699,0.216218,0.000074
9700,BST,9699,0.190165,0.000069
9700,OST,9699,0.223866,0.000073
9700,BST,9699,0.196891,0.000070
9700,OST,9699,0.223061,0.000074
9700,BST,9699,0.186850,0.000079
9700,OST,9699,0.221713,0.000075
9700,BST,9699,0.190001,0.000070
9700,OST,9699,0.222977,0.000073
9700,BST,9699,0.187729,0.000074
9700,OST,9699,0.230977,0.000074
9700,BST,9699,0.189371,0.000071
9700,OST,9699,0.221866,0.000075
9700,BST,9699,0.185093,0.000072
9700,OST,9699,0.215250,0.000077
9800,BST,9799,0.193351,0.000071
9800,OST,9799,0.222430,0.000074
9800,BST,9799,0.192488,0.000078
9800,OST,9799,0.218068,0.000073
9800,BST,9799,0.189306,0.000078
9800,OST,9799,0.223540,0.000077
9800,BST,9799,0.194060,0.000071
9800,OST,9799,0.228521,0.000075
9800,BST,9799,0.191816,0.000078
9800,OST,9799,0.230990,0.000076
9800,BST,9799,0.189363,0.000070
9800,OST,9799,0.232069,0.000074
9800,BST,9799,0.197769,0.000071
9800,OST,9799,0.225519,0.000085
9800,BST,9799,0.191859,0.000070
9800,OST,9799,0.226470,0.000074
9800,BST,9799,0.189903,0.000070
9800,OST,9799,0.223255,0.000072
9800,BST,9799,0.193182,0.000185
9800,OST,9799,0.229672,0.000083
9900,BST,9899,0.197687,0.000079
9900,OST,9899,0.235032,0.000085
9900,BST,9899,0.193900,0.000072
9900,OST,9899,0.236443,0.000077
9900,BST,9899,0.202851,0.000080
9900,OST,9899,0.231794,0.000076
9900,BST,9899,0.199147,0.000070
9900,OST,9899,0.229173,0.000075
9900,BST,9899,0.196584,0.000080
9900,OST,9899,0.227144,0.000076
9900,BST,9899,0.197855,0.000070
9900,OST,9899,0.237018,0.000075
9900,BST,9899,0.195372,0.000070
9900,OST,9899,0.226142,0.000103
9900,BST,9899,0.194779,0.000079
9900,OST,9899,0.231858,0.000076
9900,BST,9899,0.200686,0.000086
9900,OST,9899,0.228167,0.000077
9900,BST,9899,0.196028,0.000077
9900,OST,9899,0.233377,0.000085
10000,BST,9999,0.197177,0.000073
10000,OST,9999,0.238378,0.000076
10000,BST,9999,0.203931,0.000071
10000,OST,9999,0.237208,0.000075
10000,BST,9999,0.200209,0.000072
10000,OST,9999,0.239345,0.000076
10000,BST,9999,0.203327,0.000070
10000,OST,9999,0.228605,0.000073
10000,BST,9999,0.198653,0.000071
10000,OST,9999,0.235869,0.000073
10000,BST,9999,0.196714,0.000079
10000,OST,9999,0.235761,0.000077
10000,BST,9999,0.198018,0.000070
10000,OST,9999,0.233797,0.000100
10000,BST,9999,0.202682,0.000085
10000,OST,9999,0.234579,0.000077
10000,BST,9999,0.200366,0.000071
10000,OST,9999,0.229718,0.000073
10000,BST,9999,0.199608,0.000073
10000,OST,9999,0.231360,0.000077
